p,n,benchid,solverid,result,time,timeout
3,6000,1691,3,0,1200.12,1200
3,6000,1691,4,0,1200.38,1200
3,6000,1691,5,0,1200,1200
3,6000,1691,6,0,1197.12,1200
3,6000,1691,7,0,1200,1200
3,6000,1691,8,0,1200,1200
3,6000,1691,9,0,1200,1200
3,6000,1691,15,10,116.73,1200
3,6000,1691,16,0,1196.69,1200
3,6000,1691,17,0,1196.58,1200
3,6000,1691,18,0,1200,1200
3,6000,1691,19,0,1200,1200
3,6000,1691,20,0,17.57,1200
3,6000,1691,21,0,1200,1200
3,6000,1691,22,0,1200,1200
3,6000,1691,24,0,9.81,1200
3,6000,1691,25,0,1200,1200
3,6000,1691,26,0,1200,1200
3,6000,1691,27,0,1200,1200
3,6000,1691,28,0,1200,1200
3,6000,1691,31,0,1200,1200
3,6000,1691,32,0,1200,1200
3,6000,1691,33,0,1200,1200
3,6000,1691,34,0,1200,1200
3,6000,1691,36,0,1200,1200
3,6000,1691,37,0,1200,1200
3,6000,1691,38,0,1200,1200
3,6000,1691,39,0,1200,1200
3,6000,1691,40,0,1196.04,1200
3,6000,1691,41,0,1200,1200
3,6000,1691,42,0,1200,1200
3,8000,1692,1,0,1200,1200
3,8000,1692,2,0,1200.42,1200
3,8000,1692,3,0,1200.66,1200
3,8000,1692,4,0,1200.22,1200
3,8000,1692,5,0,1200,1200
3,8000,1692,6,0,1196.53,1200
3,8000,1692,7,0,1200,1200
3,8000,1692,8,0,1200,1200
3,8000,1692,9,0,1200,1200
3,8000,1692,15,0,1200,1200
3,8000,1692,16,0,1196.91,1200
3,8000,1692,17,0,1196.94,1200
3,8000,1692,18,0,1200,1200
3,8000,1692,19,0,1200,1200
3,8000,1692,20,0,58.19,1200
3,8000,1692,21,0,1200,1200
3,8000,1692,22,0,1200,1200
3,8000,1692,24,0,9.74,1200
3,8000,1692,25,0,1200,1200
3,8000,1692,26,0,1200,1200
3,8000,1692,27,0,1200,1200
3,8000,1692,28,0,1200,1200
3,8000,1692,31,0,1200,1200
3,8000,1692,32,0,1200,1200
3,8000,1692,33,0,1200,1200
3,8000,1692,34,0,1200,1200
3,8000,1692,36,0,1200,1200
3,8000,1692,37,0,1200,1200
3,8000,1692,38,0,1200,1200
3,8000,1692,39,0,1200,1200
3,8000,1692,40,0,1195.52,1200
3,8000,1692,41,0,1200,1200
3,8000,1692,42,0,1200,1200
3,8000,1693,1,0,1200,1200
3,8000,1693,2,0,1200.75,1200
3,8000,1693,3,0,1200.69,1200
3,8000,1693,4,0,1200.14,1200
3,8000,1693,5,0,1200,1200
3,8000,1693,6,0,1196.79,1200
3,8000,1693,7,0,1200,1200
3,8000,1693,8,0,1200,1200
3,8000,1693,9,0,1200,1200
3,8000,1693,15,10,46.63,1200
3,8000,1693,16,0,1181.56,1200
3,8000,1693,17,0,1196.77,1200
3,8000,1693,18,0,1200,1200
3,8000,1693,19,0,1200,1200
3,8000,1693,20,0,79.42,1200
3,8000,1693,21,0,1200,1200
3,8000,1693,22,0,1200,1200
3,8000,1693,24,0,9.8,1200
3,8000,1693,25,0,1200,1200
3,8000,1693,26,0,1200,1200
3,8000,1693,27,10,700.06,1200
3,8000,1693,28,10,11.63,1200
3,8000,1693,31,0,1200,1200
3,8000,1693,32,0,1200,1200
3,8000,1693,33,0,1200,1200
3,8000,1693,34,0,1200,1200
3,8000,1693,36,0,1200,1200
3,8000,1693,37,0,1200,1200
3,8000,1693,38,0,1200,1200
3,8000,1693,39,0,1200,1200
3,8000,1693,40,0,1195.6,1200
3,8000,1693,41,0,1200,1200
3,8000,1693,42,10,138.01,1200
3,8000,1694,1,0,1200,1200
3,8000,1694,2,0,1200.51,1200
3,8000,1694,3,0,1200.01,1200
3,8000,1694,4,0,1200.87,1200
3,8000,1694,5,0,1200,1200
3,8000,1694,6,0,1197.1,1200
3,8000,1694,7,0,1200,1200
3,8000,1694,8,0,1200,1200
3,8000,1694,9,0,1200,1200
3,8000,1694,15,10,195.97,1200
3,8000,1694,16,0,1196.91,1200
3,8000,1694,17,0,1196.63,1200
3,8000,1694,18,0,1200,1200
3,8000,1694,19,0,1200,1200
3,8000,1694,20,0,60.51,1200
3,8000,1694,21,0,1200,1200
3,8000,1694,22,0,1200,1200
3,8000,1694,24,0,9.79,1200
3,8000,1694,25,0,1200,1200
3,8000,1694,26,0,1200,1200
3,8000,1694,27,0,1200,1200
3,8000,1694,28,0,1200,1200
3,8000,1694,31,0,1200,1200
3,8000,1694,32,0,1200,1200
3,8000,1694,33,0,1200,1200
3,8000,1694,34,0,1200,1200
3,8000,1694,36,0,1200,1200
3,8000,1694,37,0,1200,1200
3,8000,1694,38,0,1200,1200
3,8000,1694,39,0,1200,1200
3,8000,1694,40,0,1196.08,1200
3,8000,1694,41,0,1200,1200
3,8000,1694,42,0,1200,1200
3,8000,1695,1,0,1200,1200
3,8000,1695,2,0,1200.61,1200
3,8000,1695,3,0,1200.57,1200
3,8000,1695,4,0,1200.56,1200
3,8000,1695,5,0,1200,1200
3,8000,1695,6,0,1196.74,1200
3,8000,1695,7,0,1200,1200
3,8000,1695,8,0,1200,1200
3,8000,1695,9,0,1200,1200
3,8000,1695,15,0,1200,1200
3,8000,1695,16,0,1196.98,1200
3,8000,1695,17,0,1196.88,1200
3,8000,1695,18,0,1200,1200
3,8000,1695,19,0,1200,1200
3,8000,1695,20,0,76.49,1200
3,8000,1695,21,0,1200,1200
3,8000,1695,22,0,1200,1200
3,8000,1695,24,0,9.76,1200
3,8000,1695,25,0,1200,1200
3,8000,1695,26,0,1200,1200
3,8000,1695,27,0,1200,1200
3,8000,1695,28,0,1200,1200
3,8000,1695,31,0,1200,1200
3,8000,1695,32,0,1200,1200
3,8000,1695,33,0,1200,1200
3,8000,1695,34,0,1200,1200
3,8000,1695,36,0,1200,1200
3,8000,1695,37,0,1200,1200
3,8000,1695,38,0,1200,1200
3,8000,1695,39,0,1200,1200
3,8000,1695,40,0,1193,1200
3,8000,1695,41,0,1200,1200
3,8000,1695,42,10,407.48,1200
3,8000,1696,1,0,1200,1200
3,8000,1696,2,0,1200.52,1200
3,8000,1696,3,0,1200.65,1200
3,8000,1696,4,0,1200.77,1200
3,8000,1696,5,0,1200,1200
3,8000,1696,6,0,1196.23,1200
3,8000,1696,7,0,1200,1200
3,8000,1696,8,0,1200,1200
3,8000,1696,9,0,1200,1200
3,8000,1696,15,0,1200,1200
3,8000,1696,16,0,1196.68,1200
3,8000,1696,17,0,1196.15,1200
3,8000,1696,18,0,1200,1200
3,8000,1696,19,0,1200,1200
3,8000,1696,20,0,35.6,1200
3,8000,1696,21,0,1200,1200
3,8000,1696,22,0,1200,1200
3,8000,1696,24,0,9.78,1200
3,8000,1696,25,0,1200,1200
3,8000,1696,26,0,1200,1200
3,8000,1696,27,0,1200,1200
3,8000,1696,28,0,1200,1200
3,8000,1696,31,0,1200,1200
3,8000,1696,32,0,1200,1200
3,8000,1696,33,0,1200,1200
3,8000,1696,34,0,1200,1200
3,8000,1696,36,0,1200,1200
3,8000,1696,37,0,1200,1200
3,8000,1696,38,0,1200,1200
3,8000,1696,39,0,1200,1200
3,8000,1696,40,0,1195.29,1200
3,8000,1696,41,0,1200,1200
3,8000,1696,42,0,1200,1200
3,8000,1697,1,0,1200,1200
3,8000,1697,2,0,1200.27,1200
3,8000,1697,3,0,1200.39,1200
3,8000,1697,4,0,1200.08,1200
3,8000,1697,5,0,1200,1200
3,8000,1697,6,0,1196.79,1200
3,8000,1697,7,0,1200,1200
3,8000,1697,8,0,1200,1200
3,8000,1697,9,0,1200,1200
3,8000,1697,15,0,1200,1200
3,8000,1697,16,0,1196.29,1200
3,8000,1697,17,0,1196.44,1200
3,8000,1697,18,0,1200,1200
3,8000,1697,19,0,1200,1200
3,8000,1697,20,0,43.32,1200
3,8000,1697,21,0,1200,1200
3,8000,1697,22,0,1200,1200
3,8000,1697,24,0,9.72,1200
3,8000,1697,25,0,1200,1200
3,8000,1697,26,0,1200,1200
3,8000,1697,27,0,1200,1200
3,8000,1697,28,10,95.34,1200
3,8000,1697,31,0,1200,1200
3,8000,1697,32,0,1200,1200
3,8000,1697,33,0,1200,1200
3,8000,1697,34,0,1200,1200
3,8000,1697,36,0,1200,1200
3,8000,1697,37,0,1200,1200
3,8000,1697,38,0,1200,1200
3,8000,1697,39,0,1200,1200
3,8000,1697,40,0,1195.86,1200
3,8000,1697,41,0,1200,1200
3,8000,1697,42,10,540.34,1200
3,8000,1698,1,0,1200,1200
3,8000,1698,2,0,1200.3,1200
3,8000,1698,3,0,1200.75,1200
3,8000,1698,4,0,1200.88,1200
3,8000,1698,5,0,1200,1200
3,8000,1698,6,0,1196.96,1200
3,8000,1698,7,0,1200,1200
3,8000,1698,8,0,1200,1200
3,8000,1698,9,0,1200,1200
3,8000,1698,15,10,14.23,1200
3,8000,1698,16,0,1196.85,1200
3,8000,1698,17,0,1196.9,1200
3,8000,1698,18,0,1200,1200
3,8000,1698,19,0,1200,1200
3,8000,1698,20,0,64.13,1200
3,8000,1698,21,0,1200,1200
3,8000,1698,22,0,1200,1200
3,8000,1698,24,0,9.67,1200
3,8000,1698,25,0,1200,1200
3,8000,1698,26,0,1200,1200
3,8000,1698,27,10,1087.39,1200
3,8000,1698,28,10,26.79,1200
3,8000,1698,31,0,1200,1200
3,8000,1698,32,0,1200,1200
3,8000,1698,33,0,1200,1200
3,8000,1698,34,0,1200,1200
3,8000,1698,36,0,1200,1200
3,8000,1698,37,0,1200,1200
3,8000,1698,38,0,1200,1200
3,8000,1698,39,0,1200,1200
3,8000,1698,40,0,1193.34,1200
3,8000,1698,41,0,1200,1200
3,8000,1698,42,10,519.05,1200
3,8000,1699,1,0,1200,1200
3,8000,1699,2,0,1200.08,1200
3,8000,1699,3,0,1200.74,1200
3,8000,1699,4,0,1200.37,1200
3,8000,1699,5,0,1200,1200
3,8000,1699,6,0,1196.58,1200
3,8000,1699,7,0,1200,1200
3,8000,1699,8,0,1200,1200
3,8000,1699,9,0,1200,1200
3,8000,1699,15,0,1200,1200
3,8000,1699,16,0,1196.73,1200
3,8000,1699,17,0,1181.05,1200
3,8000,1699,18,0,1200,1200
3,8000,1699,19,0,1200,1200
3,8000,1699,20,0,52.01,1200
3,8000,1699,21,0,1200,1200
3,8000,1699,22,0,1200,1200
3,8000,1699,24,0,9.78,1200
3,8000,1699,25,0,1200,1200
3,8000,1699,26,0,1200,1200
3,8000,1699,27,0,1200,1200
3,8000,1699,28,10,44.38,1200
3,8000,1699,31,0,1200,1200
3,8000,1699,32,0,1200,1200
3,8000,1699,33,0,1200,1200
3,8000,1699,34,0,1200,1200
3,8000,1699,36,0,1200,1200
3,8000,1699,37,0,1200,1200
3,8000,1699,38,0,1200,1200
3,8000,1699,39,0,1200,1200
3,8000,1699,40,0,1195.73,1200
3,8000,1699,41,0,1200,1200
3,8000,1699,42,10,1021.77,1200
3,8000,1700,1,0,1200,1200
3,8000,1700,2,0,1200.25,1200
3,8000,1700,3,0,1200.44,1200
3,8000,1700,4,0,1200.29,1200
3,8000,1700,5,0,1200,1200
3,8000,1700,6,0,1196.84,1200
3,8000,1700,7,0,1200,1200
3,8000,1700,8,0,1200,1200
3,8000,1700,9,0,1200,1200
3,8000,1700,15,10,140.85,1200
3,8000,1700,16,0,1196.31,1200
3,8000,1700,17,0,1181.67,1200
3,8000,1700,18,0,1200,1200
3,8000,1700,19,0,1200,1200
3,8000,1700,20,0,23,1200
3,8000,1700,21,0,1200,1200
3,8000,1700,22,0,1200,1200
3,8000,1700,24,0,9.8,1200
3,8000,1700,25,0,1200,1200
3,8000,1700,26,0,1200,1200
3,8000,1700,27,0,1200,1200
3,8000,1700,28,10,29.57,1200
3,8000,1700,31,0,1200,1200
3,8000,1700,32,0,1200,1200
3,8000,1700,33,0,1200,1200
3,8000,1700,34,0,1200,1200
3,8000,1700,36,0,1200,1200
3,8000,1700,37,0,1200,1200
3,8000,1700,38,0,1200,1200
3,8000,1700,39,0,1200,1200
3,8000,1700,40,0,1195.78,1200
3,8000,1700,41,0,1200,1200
3,8000,1700,42,10,872.59,1200
3,8000,1701,1,0,1200,1200
3,8000,1701,2,0,1200.51,1200
3,8000,1701,3,0,1200.41,1200
3,8000,1701,4,0,1200.92,1200
3,8000,1701,5,0,1200,1200
3,8000,1701,6,0,1196.96,1200
3,8000,1701,7,0,1200,1200
3,8000,1701,8,0,1200,1200
3,8000,1701,9,0,1200,1200
3,8000,1701,15,10,938.17,1200
3,8000,1701,16,0,1196.99,1200
3,8000,1701,17,0,1196.9,1200
3,8000,1701,18,0,1200,1200
3,8000,1701,19,0,1200,1200
3,8000,1701,20,0,38.75,1200
3,8000,1701,21,0,1200,1200
3,8000,1701,22,0,1200,1200
3,8000,1701,24,0,9.77,1200
3,8000,1701,25,0,1200,1200
3,8000,1701,26,0,1200,1200
3,8000,1701,27,0,1200,1200
3,8000,1701,28,10,149.54,1200
3,8000,1701,31,0,1200,1200
3,8000,1701,32,0,1200,1200
3,8000,1701,33,0,1200,1200
3,8000,1701,34,0,1200,1200
3,8000,1701,36,0,1200,1200
3,8000,1701,37,0,1200,1200
3,8000,1701,38,0,1200,1200
3,8000,1701,39,0,1200,1200
3,8000,1701,40,0,1195.83,1200
3,8000,1701,41,0,1200,1200
3,8000,1701,42,10,338.27,1200
3,10000,1642,1,0,1200,1200
3,10000,1642,2,0,1200.97,1200
3,10000,1642,3,0,1200.57,1200
3,10000,1642,4,0,1200.24,1200
3,10000,1642,5,0,1200,1200
3,10000,1642,6,0,1197.11,1200
3,10000,1642,7,0,1200,1200
3,10000,1642,8,0,1200,1200
3,10000,1642,9,0,1200,1200
3,10000,1642,15,0,1200,1200
3,10000,1642,16,0,1196.69,1200
3,10000,1642,17,0,1196.75,1200
3,10000,1642,18,0,1200,1200
3,10000,1642,19,0,1200,1200
3,10000,1642,20,0,67.6,1200
3,10000,1642,21,0,1200,1200
3,10000,1642,22,0,1200,1200
3,10000,1642,24,0,9.74,1200
3,10000,1642,25,0,1200,1200
3,10000,1642,26,0,1200,1200
3,10000,1642,27,0,1200,1200
3,10000,1642,28,0,1200,1200
3,10000,1642,31,0,1200,1200
3,10000,1642,32,0,1200,1200
3,10000,1642,33,0,1200,1200
3,10000,1642,34,0,1200,1200
3,10000,1642,36,0,1200,1200
3,10000,1642,37,0,1200,1200
3,10000,1642,38,0,1200,1200
3,10000,1642,39,0,1200,1200
3,10000,1642,40,0,1195.22,1200
3,10000,1642,41,0,1200,1200
3,10000,1642,42,0,1200,1200
3,10000,1643,1,0,1200,1200
3,10000,1643,2,0,1200.58,1200
3,10000,1643,3,0,1200.46,1200
3,10000,1643,4,0,1200.43,1200
3,10000,1643,5,0,1200,1200
3,10000,1643,6,0,1196.93,1200
3,10000,1643,7,0,1200,1200
3,10000,1643,8,0,1200,1200
3,10000,1643,9,0,1200,1200
3,10000,1643,15,0,1200,1200
3,10000,1643,16,0,1196.24,1200
3,10000,1643,17,0,1197.02,1200
3,10000,1643,18,0,1200,1200
3,10000,1643,19,0,1200,1200
3,10000,1643,20,0,43.28,1200
3,10000,1643,21,0,1200,1200
3,10000,1643,22,0,1200,1200
3,10000,1643,24,0,9.67,1200
3,10000,1643,25,0,1200,1200
3,10000,1643,26,0,1200,1200
3,10000,1643,27,0,1200,1200
3,10000,1643,28,0,1200,1200
3,10000,1643,31,0,1200,1200
3,10000,1643,32,0,1200,1200
3,10000,1643,33,0,1200,1200
3,10000,1643,34,0,1200,1200
3,10000,1643,36,0,1200,1200
3,10000,1643,37,0,1200,1200
3,10000,1643,38,0,1200,1200
3,10000,1643,39,0,1200,1200
3,10000,1643,40,0,1195.51,1200
3,10000,1643,41,0,1200,1200
3,10000,1643,42,0,1200,1200
3,10000,1644,1,0,1200,1200
3,10000,1644,2,0,1200.54,1200
3,10000,1644,3,0,1200.8,1200
3,10000,1644,4,0,1200.47,1200
3,10000,1644,5,0,1200,1200
3,10000,1644,6,0,1194.62,1200
3,10000,1644,7,0,1200,1200
3,10000,1644,8,0,1200,1200
3,10000,1644,9,0,1200,1200
3,10000,1644,15,0,1200,1200
3,10000,1644,16,0,1197.07,1200
3,10000,1644,17,0,1196.73,1200
3,10000,1644,18,0,1200,1200
3,10000,1644,19,0,1200,1200
3,10000,1644,20,0,58.47,1200
3,10000,1644,21,0,1200,1200
3,10000,1644,22,0,1200,1200
3,10000,1644,24,0,9.74,1200
3,10000,1644,25,0,1200,1200
3,10000,1644,26,0,1200,1200
3,10000,1644,27,0,1200,1200
3,10000,1644,28,0,1200,1200
3,10000,1644,31,0,1200,1200
3,10000,1644,32,0,1200,1200
3,10000,1644,33,0,1200,1200
3,10000,1644,34,0,1200,1200
3,10000,1644,36,0,1200,1200
3,10000,1644,37,0,1200,1200
3,10000,1644,38,0,1200,1200
3,10000,1644,39,0,1200,1200
3,10000,1644,40,0,1195.56,1200
3,10000,1644,41,0,1200,1200
3,10000,1644,42,0,1200,1200
3,10000,1645,1,0,1200,1200
3,10000,1645,2,0,1200.49,1200
3,10000,1645,3,0,1200.36,1200
3,10000,1645,4,0,1200.27,1200
3,10000,1645,5,0,1200,1200
3,10000,1645,6,0,1197.07,1200
3,10000,1645,7,0,1200,1200
3,10000,1645,8,0,1200,1200
3,10000,1645,9,0,1200,1200
3,10000,1645,15,0,1200,1200
3,10000,1645,16,0,1194.61,1200
3,10000,1645,17,0,1197.05,1200
3,10000,1645,18,0,1200,1200
3,10000,1645,19,0,1200,1200
3,10000,1645,20,0,89.19,1200
3,10000,1645,21,0,1200,1200
3,10000,1645,22,0,1200,1200
3,10000,1645,24,0,9.67,1200
3,10000,1645,25,0,1200,1200
3,10000,1645,26,0,1200,1200
3,10000,1645,27,0,1200,1200
3,10000,1645,28,0,1200,1200
3,10000,1645,31,0,1200,1200
3,10000,1645,32,0,1200,1200
3,10000,1645,33,0,1200,1200
3,10000,1645,34,0,1200,1200
3,10000,1645,36,0,1200,1200
3,10000,1645,37,0,1200,1200
3,10000,1645,38,0,1200,1200
3,10000,1645,39,0,1200,1200
3,10000,1645,40,0,1195.53,1200
3,10000,1645,41,0,1200,1200
3,10000,1645,42,0,1200,1200
3,10000,1646,1,0,1200,1200
3,10000,1646,2,0,1200.45,1200
3,10000,1646,3,0,1200.12,1200
3,10000,1646,4,0,1200.2,1200
3,10000,1646,5,0,1200,1200
3,10000,1646,6,0,1196.97,1200
3,10000,1646,7,0,1200,1200
3,10000,1646,8,0,1200,1200
3,10000,1646,9,0,1200,1200
3,10000,1646,15,10,208.08,1200
3,10000,1646,16,0,1196.58,1200
3,10000,1646,17,0,1196.89,1200
3,10000,1646,18,0,1200,1200
3,10000,1646,19,0,1200,1200
3,10000,1646,20,0,20.31,1200
3,10000,1646,21,0,1200,1200
3,10000,1646,22,0,1200,1200
3,10000,1646,24,0,9.62,1200
3,10000,1646,25,0,1200,1200
3,10000,1646,26,0,1200,1200
3,10000,1646,27,0,1200,1200
3,10000,1646,28,0,1200,1200
3,10000,1646,31,0,1200,1200
3,10000,1646,32,0,1200,1200
3,10000,1646,33,0,1200,1200
3,10000,1646,34,0,1200,1200
3,10000,1646,36,0,1200,1200
3,10000,1646,37,0,1200,1200
3,10000,1646,38,0,1200,1200
3,10000,1646,39,0,1200,1200
3,10000,1646,40,0,1195.63,1200
3,10000,1646,41,0,1200,1200
3,10000,1646,42,10,237.58,1200
3,10000,1647,1,0,1200,1200
3,10000,1647,2,0,1200.05,1200
3,10000,1647,3,0,1200.06,1200
3,10000,1647,4,0,1200.18,1200
3,10000,1647,5,0,1200,1200
3,10000,1647,6,0,1197.19,1200
3,10000,1647,7,0,1200,1200
3,10000,1647,8,0,1200,1200
3,10000,1647,9,0,1200,1200
3,10000,1647,15,0,1200,1200
3,10000,1647,16,0,1196.59,1200
3,10000,1647,17,0,1196.23,1200
3,10000,1647,18,0,1200,1200
3,10000,1647,19,0,1200,1200
3,10000,1647,20,0,51.96,1200
3,10000,1647,21,0,1200,1200
3,10000,1647,22,0,1200,1200
3,10000,1647,24,0,9.73,1200
3,10000,1647,25,0,1200,1200
3,10000,1647,26,0,1200,1200
3,10000,1647,27,0,1200,1200
3,10000,1647,28,0,1200,1200
3,10000,1647,31,0,1200,1200
3,10000,1647,32,0,1200,1200
3,10000,1647,33,0,1200,1200
3,10000,1647,34,0,1200,1200
3,10000,1647,36,0,1200,1200
3,10000,1647,37,0,1200,1200
3,10000,1647,38,0,1200,1200
3,10000,1647,39,0,1200,1200
3,10000,1647,40,0,1195.77,1200
3,10000,1647,41,0,1200,1200
3,10000,1647,42,0,1200,1200
3,10000,1648,1,0,1200,1200
3,10000,1648,2,0,1200.5,1200
3,10000,1648,3,0,1200.73,1200
3,10000,1648,4,0,1200.71,1200
3,10000,1648,5,0,1200,1200
3,10000,1648,6,0,1197.05,1200
3,10000,1648,7,0,1200,1200
3,10000,1648,8,0,1200,1200
3,10000,1648,9,0,1200,1200
3,10000,1648,15,10,160.86,1200
3,10000,1648,16,0,1196.49,1200
3,10000,1648,17,0,1197.02,1200
3,10000,1648,18,0,1200,1200
3,10000,1648,19,0,1200,1200
3,10000,1648,20,0,115.73,1200
3,10000,1648,21,0,1200,1200
3,10000,1648,22,0,1200,1200
3,10000,1648,24,0,9.73,1200
3,10000,1648,25,0,1200,1200
3,10000,1648,26,0,1200,1200
3,10000,1648,27,0,1200,1200
3,10000,1648,28,0,1200,1200
3,10000,1648,31,0,1200,1200
3,10000,1648,32,0,1200,1200
3,10000,1648,33,0,1200,1200
3,10000,1648,34,0,1200,1200
3,10000,1648,36,0,1200,1200
3,10000,1648,37,0,1200,1200
3,10000,1648,38,0,1200,1200
3,10000,1648,39,0,1200,1200
3,10000,1648,40,0,1195.58,1200
3,10000,1648,41,0,1200,1200
3,10000,1648,42,10,512.25,1200
3,10000,1649,1,0,1200,1200
3,10000,1649,2,0,1200.54,1200
3,10000,1649,3,0,1200.42,1200
3,10000,1649,4,0,1200.45,1200
3,10000,1649,5,0,1200,1200
3,10000,1649,6,0,1196.87,1200
3,10000,1649,7,0,1200,1200
3,10000,1649,8,0,1200,1200
3,10000,1649,9,0,1200,1200
3,10000,1649,15,0,1200,1200
3,10000,1649,16,0,1196.99,1200
3,10000,1649,17,0,1196.88,1200
3,10000,1649,18,0,1200,1200
3,10000,1649,19,0,1200,1200
3,10000,1649,20,0,17.34,1200
3,10000,1649,21,0,1200,1200
3,10000,1649,22,0,1200,1200
3,10000,1649,24,0,9.57,1200
3,10000,1649,25,0,1200,1200
3,10000,1649,26,0,1200,1200
3,10000,1649,27,0,1200,1200
3,10000,1649,28,0,1200,1200
3,10000,1649,31,0,1200,1200
3,10000,1649,32,0,1200,1200
3,10000,1649,33,0,1200,1200
3,10000,1649,34,0,1200,1200
3,10000,1649,36,0,1200,1200
3,10000,1649,37,0,1200,1200
3,10000,1649,38,0,1200,1200
3,10000,1649,39,0,1200,1200
3,10000,1649,40,0,1195.71,1200
3,10000,1649,41,0,1200,1200
3,10000,1649,42,0,1200,1200
3,10000,1650,1,0,1200,1200
3,10000,1650,2,0,1200.3,1200
3,10000,1650,3,0,1200.36,1200
3,10000,1650,4,0,1200.58,1200
3,10000,1650,5,0,1200,1200
3,10000,1650,6,0,1196.92,1200
3,10000,1650,7,0,1200,1200
3,10000,1650,8,0,1200,1200
3,10000,1650,9,0,1200,1200
3,10000,1650,15,10,247.03,1200
3,10000,1650,16,0,1194.11,1200
3,10000,1650,17,0,1196.34,1200
3,10000,1650,18,0,1200,1200
3,10000,1650,19,0,1200,1200
3,10000,1650,20,0,99.84,1200
3,10000,1650,21,0,1200,1200
3,10000,1650,22,0,1200,1200
3,10000,1650,24,0,9.7,1200
3,10000,1650,25,0,1200,1200
3,10000,1650,26,0,1200,1200
3,10000,1650,27,0,1200,1200
3,10000,1650,28,0,1200,1200
3,10000,1650,31,0,1200,1200
3,10000,1650,32,0,1200,1200
3,10000,1650,33,0,1200,1200
3,10000,1650,34,0,1200,1200
3,10000,1650,36,0,1200,1200
3,10000,1650,37,0,1200,1200
3,10000,1650,38,0,1200,1200
3,10000,1650,39,0,1200,1200
3,10000,1650,40,0,1195.32,1200
3,10000,1650,41,0,1200,1200
3,10000,1650,42,10,378.14,1200
3,10000,1651,1,0,1200,1200
3,10000,1651,2,0,1200.65,1200
3,10000,1651,3,0,1200.12,1200
3,10000,1651,4,0,1200.94,1200
3,10000,1651,5,0,1200,1200
3,10000,1651,6,0,1197.01,1200
3,10000,1651,7,0,1200,1200
3,10000,1651,8,0,1200,1200
3,10000,1651,9,0,1200,1200
3,10000,1651,15,0,1200,1200
3,10000,1651,16,0,1197.07,1200
3,10000,1651,17,0,1196.43,1200
3,10000,1651,18,0,1200,1200
3,10000,1651,19,0,1200,1200
3,10000,1651,20,0,59.54,1200
3,10000,1651,21,0,1200,1200
3,10000,1651,22,0,1200,1200
3,10000,1651,24,0,9.64,1200
3,10000,1651,25,0,1200,1200
3,10000,1651,26,0,1200,1200
3,10000,1651,27,0,1200,1200
3,10000,1651,28,0,1200,1200
3,10000,1651,31,0,1200,1200
3,10000,1651,32,0,1200,1200
3,10000,1651,33,0,1200,1200
3,10000,1651,34,0,1200,1200
3,10000,1651,36,0,1200,1200
3,10000,1651,37,0,1200,1200
3,10000,1651,38,0,1200,1200
3,10000,1651,39,0,1200,1200
3,10000,1651,40,0,1195.52,1200
3,10000,1651,41,0,1200,1200
3,10000,1651,42,0,1200,1200
3,12000,1652,1,0,1200,1200
3,12000,1652,2,0,1200.85,1200
3,12000,1652,3,0,1200.39,1200
3,12000,1652,4,0,1200.67,1200
3,12000,1652,5,0,1200,1200
3,12000,1652,6,0,1197.15,1200
3,12000,1652,7,0,1200,1200
3,12000,1652,8,0,1200,1200
3,12000,1652,9,0,1200,1200
3,12000,1652,15,0,1200,1200
3,12000,1652,16,0,1196.91,1200
3,12000,1652,17,0,1196.18,1200
3,12000,1652,18,0,1200,1200
3,12000,1652,19,0,1200,1200
3,12000,1652,20,0,89.99,1200
3,12000,1652,21,0,1200,1200
3,12000,1652,22,0,1200,1200
3,12000,1652,24,0,9.68,1200
3,12000,1652,25,0,1200,1200
3,12000,1652,26,0,1200,1200
3,12000,1652,27,0,1200,1200
3,12000,1652,28,0,1200,1200
3,12000,1652,31,0,1200,1200
3,12000,1652,32,0,1200,1200
3,12000,1652,33,0,1200,1200
3,12000,1652,34,0,1200,1200
3,12000,1652,36,0,1200,1200
3,12000,1652,37,0,1200,1200
3,12000,1652,38,0,1200,1200
3,12000,1652,39,0,1200,1200
3,12000,1652,40,0,1195.47,1200
3,12000,1652,41,0,1200,1200
3,12000,1652,42,0,1200,1200
3,12000,1653,1,0,1200,1200
3,12000,1653,2,0,1200.34,1200
3,12000,1653,3,0,1200.54,1200
3,12000,1653,4,0,1200.25,1200
3,12000,1653,5,0,1200,1200
3,12000,1653,6,0,1197,1200
3,12000,1653,7,0,1200,1200
3,12000,1653,8,0,1200,1200
3,12000,1653,9,0,1200,1200
3,12000,1653,15,0,1200,1200
3,12000,1653,16,0,1196.53,1200
3,12000,1653,17,0,1196.52,1200
3,12000,1653,18,0,1200,1200
3,12000,1653,19,0,1200,1200
3,12000,1653,20,0,40.51,1200
3,12000,1653,21,0,1200,1200
3,12000,1653,22,0,1200,1200
3,12000,1653,24,0,9.7,1200
3,12000,1653,25,0,1200,1200
3,12000,1653,26,0,1200,1200
3,12000,1653,27,0,1200,1200
3,12000,1653,28,10,322.48,1200
3,12000,1653,31,0,1200,1200
3,12000,1653,32,0,1200,1200
3,12000,1653,33,0,1200,1200
3,12000,1653,34,0,1200,1200
3,12000,1653,36,0,1200,1200
3,12000,1653,37,0,1200,1200
3,12000,1653,38,0,1200,1200
3,12000,1653,39,0,1200,1200
3,12000,1653,40,0,1195.36,1200
