p,n,benchid,solverid,result,time,timeout
5,120,1885,5,0,1200,1200
5,120,1885,6,0,1182.17,1200
5,120,1885,7,0,1200,1200
5,120,1885,8,0,1200,1200
5,120,1885,9,0,1200,1200
5,120,1885,15,0,1200,1200
5,120,1885,16,0,1196.41,1200
5,120,1885,17,0,1196.39,1200
5,120,1885,18,0,1200,1200
5,120,1885,19,0,1200,1200
5,120,1885,20,0,1.6,1200
5,120,1885,21,0,1200,1200
5,120,1885,22,0,1200,1200
5,120,1885,24,0,9.95,1200
5,120,1885,25,0,1200,1200
5,120,1885,26,0,1200,1200
5,120,1885,27,0,1200,1200
5,120,1885,28,0,1200,1200
5,120,1885,31,0,1200,1200
5,120,1885,32,0,1200,1200
5,120,1885,33,0,1200,1200
5,120,1885,34,0,1200,1200
5,120,1885,36,0,1200,1200
5,120,1885,37,0,1200,1200
5,120,1885,38,0,1200,1200
5,120,1885,39,0,1200,1200
5,120,1885,40,0,1193.08,1200
5,120,1885,41,0,1200,1200
5,120,1885,42,0,1200,1200
5,120,1886,1,0,1200,1200
5,120,1886,2,0,1200.74,1200
5,120,1886,3,0,1200.79,1200
5,120,1886,4,0,1200.93,1200
5,120,1886,5,0,1200,1200
5,120,1886,6,0,1196.64,1200
5,120,1886,7,0,1200,1200
5,120,1886,8,0,1200,1200
5,120,1886,9,0,1200,1200
5,120,1886,15,0,1200,1200
5,120,1886,16,0,1197.31,1200
5,120,1886,17,0,1197.41,1200
5,120,1886,18,0,1200,1200
5,120,1886,19,0,1200,1200
5,120,1886,20,0,0.33,1200
5,120,1886,21,0,1200,1200
5,120,1886,22,0,1200,1200
5,120,1886,24,0,0,1200
5,120,1886,25,0,1200,1200
5,120,1886,26,0,1200,1200
5,120,1886,27,0,1200,1200
5,120,1886,28,0,1200,1200
5,120,1886,31,0,1200,1200
5,120,1886,32,0,1200,1200
5,120,1886,33,0,1200,1200
5,120,1886,34,0,1200,1200
5,120,1886,36,0,1200,1200
5,120,1886,37,0,1200,1200
5,120,1886,38,0,1200,1200
5,120,1886,39,0,1200,1200
5,120,1886,40,0,1195.57,1200
5,120,1886,41,0,1200,1200
5,120,1886,42,0,1200,1200
5,120,1887,1,10,73.22,1200
5,120,1887,2,0,1200.68,1200
5,120,1887,3,0,1200.74,1200
5,120,1887,4,0,1200.53,1200
5,120,1887,5,0,1200,1200
5,120,1887,6,0,1196.73,1200
5,120,1887,7,0,1200,1200
5,120,1887,8,0,1200,1200
5,120,1887,9,0,1200,1200
5,120,1887,15,10,1.74,1200
5,120,1887,16,0,1196.12,1200
5,120,1887,17,0,1196.52,1200
5,120,1887,18,0,1200,1200
5,120,1887,19,0,1200,1200
5,120,1887,20,0,1.05,1200
5,120,1887,21,0,1200,1200
5,120,1887,22,0,1200,1200
5,120,1887,24,0,0.01,1200
5,120,1887,25,0,1200,1200
5,120,1887,26,0,1200,1200
5,120,1887,27,10,1.04,1200
5,120,1887,28,10,0.45,1200
5,120,1887,31,10,1.11,1200
5,120,1887,32,10,93.67,1200
5,120,1887,33,0,1200,1200
5,120,1887,34,0,1200,1200
5,120,1887,36,0,1200,1200
5,120,1887,37,0,1200,1200
5,120,1887,38,0,1200,1200
5,120,1887,39,0,1200,1200
5,120,1887,40,0,1195.43,1200
5,120,1887,41,0,1200,1200
5,120,1887,42,10,3.65,1200
5,120,1888,1,10,38.2,1200
5,120,1888,2,0,1200.68,1200
5,120,1888,3,0,1200.99,1200
5,120,1888,4,0,1200.23,1200
5,120,1888,5,0,1200,1200
5,120,1888,6,0,1196.88,1200
5,120,1888,7,0,1200,1200
5,120,1888,8,0,1200,1200
5,120,1888,9,0,1200,1200
5,120,1888,15,10,0.13,1200
5,120,1888,16,0,1197.34,1200
5,120,1888,17,0,1196.31,1200
5,120,1888,18,0,1200,1200
5,120,1888,19,0,1200,1200
5,120,1888,20,0,0.64,1200
5,120,1888,21,0,1200,1200
5,120,1888,22,0,1200,1200
5,120,1888,24,0,0,1200
5,120,1888,25,0,1200,1200
5,120,1888,26,0,1200,1200
5,120,1888,27,10,0.83,1200
5,120,1888,28,10,1.42,1200
5,120,1888,31,10,0.82,1200
5,120,1888,32,10,86.01,1200
5,120,1888,33,0,1200,1200
5,120,1888,34,0,1200,1200
5,120,1888,36,0,1200,1200
5,120,1888,37,0,1200,1200
5,120,1888,38,0,1200,1200
5,120,1888,39,0,1200,1200
5,120,1888,40,0,1194.98,1200
5,120,1888,41,0,1200,1200
5,120,1888,42,10,1.33,1200
5,120,1889,1,10,27.23,1200
5,120,1889,2,0,1200.67,1200
5,120,1889,3,0,1200.37,1200
5,120,1889,4,0,1200.13,1200
5,120,1889,5,0,1200,1200
5,120,1889,6,0,1196.3,1200
5,120,1889,7,0,1200,1200
5,120,1889,8,0,1200,1200
5,120,1889,9,0,1200,1200
5,120,1889,15,10,1.1,1200
5,120,1889,16,0,1196.62,1200
5,120,1889,17,0,1197.42,1200
5,120,1889,18,0,1200,1200
5,120,1889,19,0,1200,1200
5,120,1889,20,0,0.64,1200
5,120,1889,21,0,1200,1200
5,120,1889,22,0,1200,1200
5,120,1889,24,0,9.95,1200
5,120,1889,25,0,1200,1200
5,120,1889,26,0,1200,1200
5,120,1889,27,10,0.46,1200
5,120,1889,28,10,0.34,1200
5,120,1889,31,10,2.13,1200
5,120,1889,32,10,66.31,1200
5,120,1889,33,0,1200,1200
5,120,1889,34,0,1200,1200
5,120,1889,36,0,1200,1200
5,120,1889,37,0,1200,1200
5,120,1889,38,0,1200,1200
5,120,1889,39,0,1200,1200
5,120,1889,40,0,1196.2,1200
5,120,1889,41,0,1200,1200
5,120,1889,42,10,0.47,1200
5,120,1890,1,10,136.26,1200
5,120,1890,2,0,1200.85,1200
5,120,1890,3,0,1200.23,1200
5,120,1890,4,0,1200.42,1200
5,120,1890,5,0,1200,1200
5,120,1890,6,0,1196.84,1200
5,120,1890,7,0,1200,1200
5,120,1890,8,0,1200,1200
5,120,1890,9,0,1200,1200
5,120,1890,15,10,0.33,1200
5,120,1890,16,0,1197.48,1200
5,120,1890,17,0,1197.49,1200
5,120,1890,18,0,1200,1200
5,120,1890,19,0,1200,1200
5,120,1890,20,0,1.04,1200
5,120,1890,21,0,1200,1200
5,120,1890,22,0,1200,1200
5,120,1890,24,0,9.89,1200
5,120,1890,25,0,1200,1200
5,120,1890,26,0,1200,1200
5,120,1890,27,10,0.76,1200
5,120,1890,28,10,0.53,1200
5,120,1890,31,10,1.39,1200
5,120,1890,32,10,95.82,1200
5,120,1890,33,0,1200,1200
5,120,1890,34,0,1200,1200
5,120,1890,36,0,1200,1200
5,120,1890,37,0,1200,1200
5,120,1890,38,0,1200,1200
5,120,1890,39,0,1200,1200
5,120,1890,40,0,1196.06,1200
5,120,1890,41,0,1200,1200
5,120,1890,42,10,3.27,1200
5,120,1891,1,0,1200,1200
5,120,1891,2,0,1200.78,1200
5,120,1891,3,0,1200.26,1200
5,120,1891,4,0,1200.69,1200
5,120,1891,5,0,1200,1200
5,120,1891,6,0,1196.51,1200
5,120,1891,7,0,1200,1200
5,120,1891,8,0,1200,1200
5,120,1891,9,0,1200,1200
5,120,1891,15,0,1200,1200
5,120,1891,16,0,1197.44,1200
5,120,1891,17,0,1196.92,1200
5,120,1891,18,0,1200,1200
5,120,1891,19,0,1200,1200
5,120,1891,20,0,1.69,1200
5,120,1891,21,0,1200,1200
5,120,1891,22,0,1200,1200
5,120,1891,24,0,9.95,1200
5,120,1891,25,0,1200,1200
5,120,1891,26,0,1200,1200
5,120,1891,27,0,1200,1200
5,120,1891,28,0,1200,1200
5,120,1891,31,0,1200,1200
5,120,1891,32,0,1200,1200
5,120,1891,33,0,1200,1200
5,120,1891,34,0,1200,1200
5,120,1891,36,0,1200,1200
5,120,1891,37,0,1200,1200
5,120,1891,38,0,1200,1200
5,120,1891,39,0,1200,1200
5,120,1891,40,0,1195.71,1200
5,120,1891,41,0,1200,1200
5,120,1891,42,0,1200,1200
5,130,1892,1,10,292.56,1200
5,130,1892,2,0,1200.83,1200
5,130,1892,3,0,1200.84,1200
5,130,1892,4,0,1200.18,1200
5,130,1892,5,0,1200,1200
5,130,1892,6,0,1196.47,1200
5,130,1892,7,0,1200,1200
5,130,1892,8,10,1168.62,1200
5,130,1892,9,10,1187.65,1200
5,130,1892,15,10,4.09,1200
5,130,1892,16,0,1196.86,1200
5,130,1892,17,0,1197.29,1200
5,130,1892,18,0,1200,1200
5,130,1892,19,0,1200,1200
5,130,1892,20,0,0.31,1200
5,130,1892,21,0,1200,1200
5,130,1892,22,0,1200,1200
5,130,1892,24,0,9.92,1200
5,130,1892,25,0,1200,1200
5,130,1892,26,0,1200,1200
5,130,1892,27,10,4.12,1200
5,130,1892,28,10,4.67,1200
5,130,1892,31,10,6.19,1200
5,130,1892,32,10,291.46,1200
5,130,1892,33,0,1200,1200
5,130,1892,34,0,1200,1200
5,130,1892,36,0,1200,1200
5,130,1892,37,0,1200,1200
5,130,1892,38,0,1200,1200
5,130,1892,39,0,1200,1200
5,130,1892,40,0,1196.23,1200
5,130,1892,41,0,1200,1200
5,130,1892,42,10,3.09,1200
5,130,1893,1,0,1200,1200
5,130,1893,2,0,1200.79,1200
5,130,1893,3,0,1200.72,1200
5,130,1893,4,0,1200.33,1200
5,130,1893,5,0,1200,1200
5,130,1893,6,0,1196.38,1200
5,130,1893,7,0,1200,1200
5,130,1893,8,0,1200,1200
5,130,1893,9,0,1200,1200
5,130,1893,15,0,1200,1200
5,130,1893,16,0,1197.44,1200
5,130,1893,17,0,1197.47,1200
5,130,1893,18,0,1200,1200
5,130,1893,19,0,1200,1200
5,130,1893,20,0,1.12,1200
5,130,1893,21,0,1200,1200
5,130,1893,22,0,1200,1200
5,130,1893,24,0,9.94,1200
5,130,1893,25,0,1200,1200
5,130,1893,26,0,1200,1200
5,130,1893,27,0,1200,1200
5,130,1893,28,0,1200,1200
5,130,1893,31,0,1200,1200
5,130,1893,32,0,1200,1200
5,130,1893,33,0,1200,1200
5,130,1893,34,0,1200,1200
5,130,1893,36,0,1200,1200
5,130,1893,37,0,1200,1200
5,130,1893,38,0,1200,1200
5,130,1893,39,0,1200,1200
5,130,1893,40,0,1195.71,1200
5,130,1893,41,0,1200,1200
5,130,1893,42,0,1200,1200
5,130,1894,1,0,1200,1200
5,130,1894,2,0,1200.81,1200
5,130,1894,3,0,1200.77,1200
5,130,1894,4,0,1200.58,1200
5,130,1894,5,0,1200,1200
5,130,1894,6,0,1182.68,1200
5,130,1894,7,0,1200,1200
5,130,1894,8,0,1200,1200
5,130,1894,9,0,1200,1200
5,130,1894,15,0,1200,1200
5,130,1894,16,0,1197.44,1200
5,130,1894,17,0,1197.43,1200
5,130,1894,18,0,1200,1200
5,130,1894,19,0,1200,1200
5,130,1894,20,0,0.66,1200
5,130,1894,21,0,1200,1200
5,130,1894,22,0,1200,1200
5,130,1894,24,0,9.95,1200
5,130,1894,25,0,1200,1200
5,130,1894,26,0,1200,1200
5,130,1894,27,0,1200,1200
5,130,1894,28,0,1200,1200
5,130,1894,31,0,1200,1200
5,130,1894,32,0,1200,1200
5,130,1894,33,0,1200,1200
5,130,1894,34,0,1200,1200
5,130,1894,36,0,1200,1200
5,130,1894,37,0,1200,1200
5,130,1894,38,0,1200,1200
5,130,1894,39,0,1200,1200
5,130,1894,40,0,1196.21,1200
5,130,1894,41,0,1200,1200
5,130,1894,42,0,1200,1200
5,130,1895,1,10,1059.41,1200
5,130,1895,2,0,1200.89,1200
5,130,1895,3,0,1200.73,1200
5,130,1895,4,0,1200.68,1200
5,130,1895,5,0,1200,1200
5,130,1895,6,0,1196.91,1200
5,130,1895,7,0,1200,1200
5,130,1895,8,0,1200,1200
5,130,1895,9,0,1200,1200
5,130,1895,15,10,1.38,1200
5,130,1895,16,0,1197.56,1200
5,130,1895,17,0,1197.41,1200
5,130,1895,18,0,1200,1200
5,130,1895,19,0,1200,1200
5,130,1895,20,0,1.69,1200
5,130,1895,21,0,1200,1200
5,130,1895,22,0,1200,1200
5,130,1895,24,0,9.92,1200
5,130,1895,25,0,1200,1200
5,130,1895,26,0,1200,1200
5,130,1895,27,10,5.17,1200
5,130,1895,28,10,5.6,1200
5,130,1895,31,10,0.81,1200
5,130,1895,32,10,1053.66,1200
5,130,1895,33,0,1200,1200
5,130,1895,34,0,1200,1200
5,130,1895,36,0,1200,1200
5,130,1895,37,0,1200,1200
5,130,1895,38,0,1200,1200
5,130,1895,39,0,1200,1200
5,130,1895,40,0,1196.21,1200
5,130,1895,41,0,1200,1200
5,130,1895,42,10,2.23,1200
5,130,1896,1,10,112.17,1200
5,130,1896,2,0,1200.79,1200
5,130,1896,3,0,1200.76,1200
5,130,1896,4,0,1200.4,1200
5,130,1896,5,0,1200,1200
5,130,1896,6,0,1194.46,1200
5,130,1896,7,0,1200,1200
5,130,1896,8,0,1200,1200
5,130,1896,9,0,1200,1200
5,130,1896,15,10,0.96,1200
5,130,1896,16,0,1196.93,1200
5,130,1896,17,0,1197.47,1200
5,130,1896,18,0,1200,1200
5,130,1896,19,0,1200,1200
5,130,1896,20,0,1.69,1200
5,130,1896,21,0,1200,1200
5,130,1896,22,0,1200,1200
5,130,1896,24,0,0,1200
5,130,1896,25,0,1200,1200
5,130,1896,26,0,1200,1200
5,130,1896,27,10,1.54,1200
5,130,1896,28,10,0.45,1200
5,130,1896,31,10,2.25,1200
5,130,1896,32,10,214.79,1200
5,130,1896,33,0,1200,1200
5,130,1896,34,0,1200,1200
5,130,1896,36,0,1200,1200
5,130,1896,37,0,1200,1200
5,130,1896,38,0,1200,1200
5,130,1896,39,0,1200,1200
5,130,1896,40,0,1196.09,1200
5,130,1896,41,0,1200,1200
5,130,1896,42,10,10.56,1200
5,130,1897,1,0,1200,1200
5,130,1897,2,0,1200.9,1200
5,130,1897,3,0,1200.87,1200
5,130,1897,4,0,1200.79,1200
5,130,1897,5,0,1200,1200
5,130,1897,6,0,1182.03,1200
5,130,1897,7,0,1200,1200
5,130,1897,8,0,1200,1200
5,130,1897,9,0,1200,1200
5,130,1897,15,0,1200,1200
5,130,1897,16,0,1197.53,1200
5,130,1897,17,0,1197.4,1200
5,130,1897,18,0,1200,1200
5,130,1897,19,0,1200,1200
5,130,1897,20,0,0.33,1200
5,130,1897,21,0,1200,1200
5,130,1897,22,0,1200,1200
5,130,1897,24,0,9.95,1200
5,130,1897,25,0,1200,1200
5,130,1897,26,0,1200,1200
5,130,1897,27,0,1200,1200
5,130,1897,28,0,1200,1200
5,130,1897,31,0,1200,1200
5,130,1897,32,0,1200,1200
5,130,1897,33,0,1200,1200
5,130,1897,34,0,1200,1200
5,130,1897,36,0,1200,1200
5,130,1897,37,0,1200,1200
5,130,1897,38,0,1200,1200
5,130,1897,39,0,1200,1200
5,130,1897,40,0,1195.76,1200
5,130,1897,41,0,1200,1200
5,130,1897,42,0,1200,1200
5,130,1898,1,0,1200,1200
5,130,1898,2,0,1200.77,1200
5,130,1898,3,0,1200.92,1200
5,130,1898,4,0,1200.77,1200
5,130,1898,5,0,1200,1200
5,130,1898,6,0,1196.91,1200
5,130,1898,7,0,1200,1200
5,130,1898,8,0,1200,1200
5,130,1898,9,0,1200,1200
5,130,1898,15,0,1200,1200
5,130,1898,16,0,1197.38,1200
5,130,1898,17,0,1182.27,1200
5,130,1898,18,0,1200,1200
5,130,1898,19,0,1200,1200
5,130,1898,20,0,0.68,1200
5,130,1898,21,0,1200,1200
5,130,1898,22,0,1200,1200
5,130,1898,24,0,9.95,1200
5,130,1898,25,0,1200,1200
5,130,1898,26,0,1200,1200
5,130,1898,27,0,1200,1200
5,130,1898,28,0,1200,1200
5,130,1898,31,0,1200,1200
5,130,1898,32,0,1200,1200
5,130,1898,33,0,1200,1200
5,130,1898,34,0,1200,1200
5,130,1898,36,0,1200,1200
5,130,1898,37,0,1200,1200
5,130,1898,38,0,1200,1200
5,130,1898,39,0,1200,1200
5,130,1898,40,0,1196.22,1200
5,130,1898,41,0,1200,1200
5,130,1898,42,0,1200,1200
5,130,1899,1,10,21.48,1200
5,130,1899,2,0,1200.1,1200
5,130,1899,3,0,1200.83,1200
5,130,1899,4,0,1200.9,1200
5,130,1899,5,0,1200,1200
5,130,1899,6,0,1196.55,1200
5,130,1899,7,0,1200,1200
5,130,1899,8,0,1200,1200
5,130,1899,9,0,1200,1200
5,130,1899,15,10,0.33,1200
5,130,1899,16,0,1197.01,1200
5,130,1899,17,0,1196.96,1200
5,130,1899,18,0,1200,1200
5,130,1899,19,0,1200,1200
5,130,1899,20,0,0.64,1200
5,130,1899,21,0,1200,1200
5,130,1899,22,0,1200,1200
5,130,1899,24,0,9.93,1200
5,130,1899,25,0,1200,1200
5,130,1899,26,0,1200,1200
5,130,1899,27,10,0.77,1200
5,130,1899,28,10,0.28,1200
5,130,1899,31,10,0.5,1200
5,130,1899,32,10,64.2,1200
5,130,1899,33,0,1200,1200
5,130,1899,34,0,1200,1200
5,130,1899,36,0,1200,1200
5,130,1899,37,0,1200,1200
5,130,1899,38,0,1200,1200
5,130,1899,39,0,1200,1200
5,130,1899,40,0,1182.85,1200
5,130,1899,41,0,1200,1200
5,130,1899,42,10,0.94,1200
5,130,1900,1,10,30.57,1200
5,130,1900,2,0,1200.83,1200
5,130,1900,3,0,1200.93,1200
5,130,1900,4,0,1200.8,1200
5,130,1900,5,0,1200,1200
5,130,1900,6,0,1196.87,1200
5,130,1900,7,10,867.25,1200
5,130,1900,8,0,1200,1200
5,130,1900,9,0,1200,1200
5,130,1900,15,10,0.26,1200
5,130,1900,16,0,1196.84,1200
5,130,1900,17,0,1196.63,1200
5,130,1900,18,0,1200,1200
5,130,1900,19,0,1200,1200
5,130,1900,20,0,1.8,1200
5,130,1900,21,0,1200,1200
5,130,1900,22,0,1200,1200
5,130,1900,24,0,9.93,1200
5,130,1900,25,0,1200,1200
5,130,1900,26,0,1200,1200
5,130,1900,27,10,0.87,1200
5,130,1900,28,10,0.53,1200
5,130,1900,31,10,1.09,1200
5,130,1900,32,10,59.98,1200
5,130,1900,33,0,1200,1200
5,130,1900,34,0,1200,1200
5,130,1900,36,0,1200,1200
5,130,1900,37,0,1200,1200
5,130,1900,38,0,1200,1200
5,130,1900,39,0,1200,1200
5,130,1900,40,0,1195.97,1200
5,130,1900,41,0,1200,1200
5,130,1900,42,10,2.36,1200
5,130,1901,1,0,1200,1200
5,130,1901,2,0,1200.16,1200
5,130,1901,3,0,1200.63,1200
5,130,1901,4,0,1200.93,1200
5,130,1901,5,0,1200,1200
5,130,1901,6,0,1196.53,1200
5,130,1901,7,0,1200,1200
5,130,1901,8,0,1200,1200
5,130,1901,9,0,1200,1200
5,130,1901,15,0,1200,1200
5,130,1901,16,0,1196.89,1200
5,130,1901,17,0,1196.86,1200
5,130,1901,18,0,1200,1200
5,130,1901,19,0,1200,1200
5,130,1901,20,0,0.64,1200
5,130,1901,21,0,1200,1200
5,130,1901,22,0,1200,1200
5,130,1901,24,0,9.93,1200
5,130,1901,25,0,1200,1200
5,130,1901,26,0,1200,1200
5,130,1901,27,0,1200,1200
5,130,1901,28,0,1200,1200
5,130,1901,31,0,1200,1200
5,130,1901,32,0,1200,1200
5,130,1901,33,0,1200,1200
5,130,1901,34,0,1200,1200
5,130,1901,36,0,1200,1200
5,130,1901,37,0,1200,1200
5,130,1901,38,0,1200,1200
5,130,1901,39,0,1200,1200
5,130,1901,40,0,1195.97,1200
5,130,1901,41,0,1200,1200
5,130,1901,42,0,1200,1200
5,500,1532,1,0,1200,1200
5,500,1532,2,0,1200.71,1200
5,500,1532,3,0,1200.82,1200
5,500,1532,4,0,1200.26,1200
5,500,1532,5,0,1200,1200
5,500,1532,6,0,1196.84,1200
5,500,1532,7,0,1200,1200
5,500,1532,8,0,1200,1200
5,500,1532,9,0,1200,1200
5,500,1532,15,0,1200,1200
5,500,1532,16,0,1196.94,1200
5,500,1532,17,0,1196.86,1200
5,500,1532,18,0,1200,1200
5,500,1532,19,0,1200,1200
5,500,1532,20,0,2.79,1200
5,500,1532,21,0,1200,1200
5,500,1532,22,0,1200,1200
5,500,1532,24,0,0,1200
5,500,1532,25,0,1200,1200
5,500,1532,26,0,1200,1200
5,500,1532,27,10,54.76,1200
5,500,1532,28,0,1200,1200
5,500,1532,31,0,1200,1200
5,500,1532,32,0,1200,1200
5,500,1532,33,0,1200,1200
5,500,1532,34,0,1200,1200
5,500,1532,36,0,1200,1200
5,500,1532,37,0,1200,1200
5,500,1532,38,0,1200,1200
5,500,1532,39,0,1200,1200
5,500,1532,40,0,1194.35,1200
5,500,1532,41,0,1200,1200
5,500,1532,42,10,468.69,1200
5,500,1533,1,0,1200,1200
5,500,1533,2,0,1200.8,1200
5,500,1533,3,0,1200.87,1200
5,500,1533,4,0,1200.06,1200
5,500,1533,5,0,1200,1200
5,500,1533,6,0,1196.09,1200
5,500,1533,7,0,1200,1200
5,500,1533,8,0,1200,1200
5,500,1533,9,0,1200,1200
5,500,1533,15,0,1200,1200
5,500,1533,16,0,1196.45,1200
5,500,1533,17,0,1196.53,1200
5,500,1533,18,0,1200,1200
5,500,1533,19,0,1200,1200
5,500,1533,20,0,2.69,1200
5,500,1533,21,0,1200,1200
5,500,1533,22,0,1200,1200
5,500,1533,24,0,9.92,1200
5,500,1533,25,0,1200,1200
5,500,1533,26,0,1200,1200
5,500,1533,27,10,5.76,1200
5,500,1533,28,0,1200,1200
5,500,1533,31,0,1200,1200
5,500,1533,32,0,1200,1200
5,500,1533,33,0,1200,1200
5,500,1533,34,0,1200,1200
5,500,1533,36,0,1200,1200
5,500,1533,37,0,1200,1200
5,500,1533,38,0,1200,1200
5,500,1533,39,0,1200,1200
5,500,1533,40,0,1194.66,1200
5,500,1533,41,0,1200,1200
5,500,1533,42,10,261.52,1200
5,500,1534,1,0,1200,1200
5,500,1534,2,0,1200.97,1200
5,500,1534,3,0,1200.49,1200
5,500,1534,4,0,1200.36,1200
5,500,1534,5,0,1200,1200
5,500,1534,6,0,1196.88,1200
5,500,1534,7,0,1200,1200
5,500,1534,8,0,1200,1200
5,500,1534,9,0,1200,1200
5,500,1534,15,0,1200,1200
5,500,1534,16,0,1196.16,1200
5,500,1534,17,0,1196.08,1200
5,500,1534,18,0,1200,1200
5,500,1534,19,0,1200,1200
5,500,1534,20,0,6.07,1200
5,500,1534,21,0,1200,1200
5,500,1534,22,0,1200,1200
5,500,1534,24,0,9.92,1200
5,500,1534,25,0,1200,1200
5,500,1534,26,0,1200,1200
5,500,1534,27,10,40.62,1200
5,500,1534,28,0,1200,1200
5,500,1534,31,0,1200,1200
5,500,1534,32,0,1200,1200
5,500,1534,33,0,1200,1200
5,500,1534,34,0,1200,1200
5,500,1534,36,0,1200,1200
5,500,1534,37,0,1200,1200
5,500,1534,38,0,1200,1200
5,500,1534,39,0,1200,1200
5,500,1534,40,0,1194.52,1200
5,500,1534,41,0,1200,1200
5,500,1534,42,0,1200,1200
5,500,1535,1,0,1200,1200
5,500,1535,2,0,1200.88,1200
5,500,1535,3,0,1200.82,1200
5,500,1535,4,0,1200.89,1200
5,500,1535,5,0,1200,1200
5,500,1535,6,0,1181.89,1200
5,500,1535,7,0,1200,1200
5,500,1535,8,0,1200,1200
5,500,1535,9,0,1200,1200
5,500,1535,15,0,1200,1200
5,500,1535,16,0,1196.87,1200
5,500,1535,17,0,1196.45,1200
5,500,1535,18,0,1200,1200
5,500,1535,19,0,1200,1200
5,500,1535,20,0,3.3,1200
5,500,1535,21,0,1200,1200
5,500,1535,22,0,1200,1200
5,500,1535,24,0,9.9,1200
5,500,1535,25,0,1200,1200
5,500,1535,26,0,1200,1200
5,500,1535,27,10,273.97,1200
5,500,1535,28,0,1200,1200
5,500,1535,31,0,1200,1200
5,500,1535,32,0,1200,1200
5,500,1535,33,0,1200,1200
5,500,1535,34,0,1200,1200
5,500,1535,36,0,1200,1200
5,500,1535,37,0,1200,1200
5,500,1535,38,0,1200,1200
5,500,1535,39,0,1200,1200
5,500,1535,40,0,1194.5,1200
5,500,1535,41,0,1200,1200
5,500,1535,42,10,1153.91,1200
5,500,1536,1,0,1200,1200
5,500,1536,2,0,1200.94,1200
5,500,1536,3,0,1200.91,1200
5,500,1536,4,0,1200.75,1200
5,500,1536,5,0,1200,1200
5,500,1536,6,0,1196.05,1200
5,500,1536,7,0,1200,1200
5,500,1536,8,0,1200,1200
5,500,1536,9,0,1200,1200
5,500,1536,15,0,1200,1200
5,500,1536,16,0,1196.55,1200
5,500,1536,17,0,1194.69,1200
5,500,1536,18,0,1200,1200
5,500,1536,19,0,1200,1200
5,500,1536,20,0,3.13,1200
5,500,1536,21,0,1200,1200
5,500,1536,22,0,1200,1200
5,500,1536,24,0,9.91,1200
5,500,1536,25,0,1200,1200
5,500,1536,26,0,1200,1200
5,500,1536,27,10,384.35,1200
5,500,1536,28,0,1200,1200
5,500,1536,31,0,1200,1200
5,500,1536,32,0,1200,1200
5,500,1536,33,0,1200,1200
5,500,1536,34,0,1200,1200
5,500,1536,36,0,1200,1200
5,500,1536,37,0,1200,1200
5,500,1536,38,0,1200,1200
5,500,1536,39,0,1200,1200
5,500,1536,40,0,1194.21,1200
5,500,1536,41,0,1200,1200
5,500,1536,42,0,1200,1200
5,500,1537,1,10,936.7,1200
5,500,1537,2,0,1200.34,1200
5,500,1537,3,0,1200.9,1200
5,500,1537,4,0,1200.38,1200
5,500,1537,5,0,1200,1200
5,500,1537,6,0,1196.58,1200
5,500,1537,7,0,1200,1200
5,500,1537,8,0,1200,1200
5,500,1537,9,0,1200,1200
5,500,1537,15,10,716.6,1200
5,500,1537,16,0,1196.22,1200
5,500,1537,17,0,1196.55,1200
5,500,1537,18,0,1200,1200
5,500,1537,19,0,1200,1200
5,500,1537,20,0,4.57,1200
5,500,1537,21,0,1200,1200
5,500,1537,22,0,1200,1200
5,500,1537,24,0,9.91,1200
5,500,1537,25,0,1200,1200
5,500,1537,26,0,1200,1200
5,500,1537,27,10,3.31,1200
5,500,1537,28,0,1200,1200
5,500,1537,31,0,1200,1200
5,500,1537,32,0,1200,1200
5,500,1537,33,0,1200,1200
5,500,1537,34,0,1200,1200
5,500,1537,36,0,1200,1200
5,500,1537,37,0,1200,1200
5,500,1537,38,0,1200,1200
5,500,1537,39,0,1200,1200
5,500,1537,40,0,1194.74,1200
5,500,1537,41,0,1200,1200
5,500,1537,42,10,108.64,1200
5,500,1538,1,0,1200,1200
5,500,1538,2,0,1200.05,1200
5,500,1538,3,0,1200.28,1200
5,500,1538,4,0,1200.8,1200
5,500,1538,5,0,1200,1200
5,500,1538,6,0,1196.82,1200
5,500,1538,7,0,1200,1200
5,500,1538,8,0,1200,1200
5,500,1538,9,0,1200,1200
5,500,1538,15,0,1200,1200
5,500,1538,16,0,1181.88,1200
5,500,1538,17,0,1196.44,1200
5,500,1538,18,0,1200,1200
5,500,1538,19,0,1200,1200
5,500,1538,20,0,4.55,1200
5,500,1538,21,0,1200,1200
5,500,1538,22,0,1200,1200
5,500,1538,24,0,9.92,1200
5,500,1538,25,0,1200,1200
5,500,1538,26,0,1200,1200
5,500,1538,27,10,36.11,1200
5,500,1538,28,0,1200,1200
5,500,1538,31,0,1200,1200
5,500,1538,32,0,1200,1200
5,500,1538,33,0,1200,1200
5,500,1538,34,0,1200,1200
5,500,1538,36,0,1200,1200
5,500,1538,37,0,1200,1200
5,500,1538,38,0,1200,1200
5,500,1538,39,0,1200,1200
5,500,1538,40,0,1194.2,1200
5,500,1538,41,0,1200,1200
5,500,1538,42,0,1200,1200
5,500,1539,1,0,1200,1200
5,500,1539,2,0,1200.71,1200
5,500,1539,3,0,1200.5,1200
5,500,1539,4,0,1200.84,1200
5,500,1539,5,0,1200,1200
5,500,1539,6,0,1196.46,1200
5,500,1539,7,0,1200,1200
